author,idn,place,recipient,title,year,location,point,lat,lon
"Heilbut, Iwan",999225022,München,"Bröger, Friedrich",Korrespondenz,1952-1952,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",999523562,München,"Vogt, Hans Joachim",Korrespondenz,1966-1966,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",999238183,München,"Stark, Günther",Korrespondenz,1952-1952,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",999238833,München,"Stefl, Max",Korrespondenz,1964-1964,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",99929850X,München,"Stern, Desider",Korrespondenz,1966-1971,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",999300709,München,"Seydelmann, Gertrud",Korrespondenz,1966-1966,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",999315668,München,"Goldschmit, Rudolf",Korrespondenz,1950-1971,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",999320793,München,"Suhrkamp, Peter",Korrespondenz,1952-1954,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",999350811,München,"Theile, Albert",Korrespondenz,1965-1966,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",999437828,München,"Ulmer, Elisabeth",Korrespondenz,1951-1951,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",999445758,München,"Joyce, ...",Korrespondenz,1966-1966,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",999501879,München,"Witsch, Joseph Caspar",Korrespondenz,1960-1961,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",999503375,München,"Schneider, Lambert",Korrespondenz,1961-1961,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",999635409,München,"Pfleiderer, D.",Korrespondenz,1950-1950,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",994852177,München,"Féaux de la Croix, Ernst",Korrespondenz,1966-1966,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",994875282,München,"Forstat, ...",Korrespondenz,1966-1966,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",994885458,München,"Forstat, ...",Korrespondenz,1954-1954,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",994912404,München,"Frank, D. M.",Korrespondenz,1968-1968,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",994912668,München,"Gerold, Karl",Korrespondenz,1960-1961,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",994912757,München,"Bach, Rudolf",Korrespondenz,1952-1952,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",994913095,München,"Schneekluth, Franz",Korrespondenz,1956-1956,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",995053057,München,"Galleani di St. Ambroise, Barbara",Korrespondenz,1962-1966,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",995855331,München,"Ginsberg, Ernst",Korrespondenz,1952-1952,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",995873771,München,"Grüntzig, Walter",Korrespondenz,1953-1953,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",995891257,München,"Gürster, Eugen",Korrespondenz,1965-1965,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",99590183X,München,"Habe, Hans",Korrespondenz,1970-1971,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",995918406,München,"Häuser-Lentz, Hertha",Korrespondenz,1953-1953,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",995927383,München,"Hampe, Johann Christoph",Korrespondenz,1964-1964,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",995931836,München,"Hansemann, Walter",Korrespondenz,1953-1953,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",995932085,München,"Harbeck, Anni",Korrespondenz,1968-1968,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",996194967,München,"Heilbut, Charlotte",Korrespondenz,1963-1965,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",996195483,München,"Heilbut, Charlotte",Korrespondenz,1966-1971,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",996195912,München,"Heilbut, Francis",Korrespondenz,1950-1972,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",996197575,München,"Heinrich, Ursula",Korrespondenz,1962-1962,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",996197982,München,"Schonauer, Franz",Korrespondenz,1960-1961,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",996222146,München,"Herrenkind, Otto",Korrespondenz,1962-1966,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",996231404,München,"Roloff, Fränze",Korrespondenz,1955-1955,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",99626325X,München,"Hirschberg, Dorothea",Korrespondenz,1952-1952,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",996263861,München,"Hirschfeld, Hans Emil",Korrespondenz,1955-1955,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",99638863X,München,"Hochfilser, ...",Korrespondenz,1964-1964,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",996388826,München,"Hofer, ...",Korrespondenz,1965-1965,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",996422293,München,"Hutter, ...",Korrespondenz,1952-1952,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",996429492,München,"Hirsch, Rudolf",Korrespondenz,1964-1964,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",996432264,München,"Röder, Werner",Korrespondenz,1970-1970,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",996435069,München,"Kohn, Hein",Korrespondenz,1970-1970,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",997088680,München,"Meierott, Hans",Korrespondenz,1968-1971,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",997098406,München,"Meyer, Werner",Korrespondenz,1961-1961,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",997098740,München,"Meyer, William",Korrespondenz,1966-1966,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",997107421,München,"Morvilius, Gretchen",Korrespondenz,1960-1964,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",997122013,München,"Bergold, Werner",Korrespondenz,1953-1954,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",997122595,München,"Zellner, Werner",Korrespondenz,1962-1963,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",997123591,München,"Hohenemser, Herbert",Korrespondenz,1963-1963,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",997124210,München,"Müssener, Helmut",Korrespondenz,1970-1971,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",997236000,München,"Drese, Claus Helmut",Korrespondenz,1952-1952,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",997959231,München,"Hirschberg, R.",Korrespondenz,1961-1961,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",997965282,München,"Tergit, Gabriele",Korrespondenz,1964-1972,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",997967617,München,"Perleberg, Gilbert",Korrespondenz,1968-1968,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",997994266,München,"Pallmann, Gerhard",Korrespondenz,1952-1955,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",998006106,München,"Piper, Reinhard",Korrespondenz,1952-1968,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",998008354,München,"Jedlitschka, Hans",Korrespondenz,1970-1971,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",99800880X,München,"Radt, Meta",Korrespondenz,1968-1968,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",998107093,München,"Martin, Geoffrey G.",Korrespondenz,1964-1964,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",998108464,München,"Raue, Gernot",Korrespondenz,1966-1972,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",998308528,München,"Müller, G.",Korrespondenz,1950-1950,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",998321419,München,"Rehn, Jens",Korrespondenz,1966-1966,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",998329053,München,"Richter, Stéphane",Korrespondenz,1961-1962,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",998356832,München,"Rosen, Hans",Korrespondenz,1962-1962,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",998357235,München,"Rothe, Hans",Korrespondenz,1967-1968,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",998387622,München,"Sackmauer, Ludwig",Korrespondenz,1967-1968,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Weigelt, Friedrich",999678213,München,"Heilbut, Iwan",Korrespondenz,1962-1962,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Wieninger, Andrea",999963236,München,"Heilbut, Iwan",Korrespondenz,1951-1952,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Wilde, Harry",99996397X,München,"Heilbut, Iwan",Korrespondenz,1969-1969,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Hartung, Rudolf",999965328,München,"Heilbut, Iwan",Korrespondenz,1948-1948,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Zierer-Steinmüller, Maria",1000086151,München,"Heilbut, Iwan",Korrespondenz,1952-1952,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",992988829,München,"Abold, ...",Korrespondenz,1964-1964,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993002668,München,"Huder, Walther",Korrespondenz,1966-1968,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993005748,München,"Albers, Heinz",Korrespondenz,1966-1969,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993389929,München,"Lilienfeld, Gerhard von",Korrespondenz,1953-1953,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993391664,München,"Scott, James A.",Korrespondenz,1953-1953,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993396895,München,"Schreiber, Hans",Korrespondenz,1966-1966,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993400078,München,"Nash, Marian L.",Korrespondenz,1953-1960,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993402917,München,"Gruntz, ...",Korrespondenz,1953-1953,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993482899,München,"Koslowski, Helen A.",Korrespondenz,1953-1959,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993483100,München,"Koslowski, Helen A.",Korrespondenz,1952-1952,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993483305,München,"Fuhrmann, Günther",Korrespondenz,1952-1952,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993484824,München,"Maskow, Ilse",Korrespondenz,1953-1953,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993485057,München,"Flach, Horst",Korrespondenz,1953-1953,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993518451,München,"Ash, Adrienne",Korrespondenz,1970-1972,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993518915,München,"Asmus, Johannes",Korrespondenz,1965-1965,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993526152,München,"Springer, Axel",Korrespondenz,1971-1971,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993602193,München,"Baedeker, Peer",Korrespondenz,1965-1968,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993602614,München,"Barthelmeß, Erich",Korrespondenz,1969-1970,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993603424,München,"Schröder, Arnulf",Korrespondenz,1952-1952,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Heilbut, Iwan",993726054,München,"Belmore, Manford",Korrespondenz,1958-1958,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Sinhuber, Bartel F.",993005098,München,"Heilbut, Iwan",Korrespondenz,1969-1969,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Trausil, Hans",993478867,München,"Heilbut, Iwan",Korrespondenz,1950-1962,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Baumer, Franz",993593712,München,"Heilbut, Iwan",Korrespondenz,1962-1962,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Baur, Hans",993594182,München,"Heilbut, Iwan",Korrespondenz,1965-1965,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Münster, Clemens",993596630,München,"Heilbut, Iwan",Korrespondenz,1949-1971,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Fellerer, Hermann",993596983,München,"Heilbut, Iwan",Korrespondenz,1969-1969,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Fellerer, Hermann",993597181,München,"Heilbut, Iwan",Korrespondenz,1952-1952,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Beauclair, Gotthard de",993598684,München,"Heilbut, Iwan",Korrespondenz,1961-1961,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Bezzel, Mathilde",993735134,München,"Heilbut, Iwan",Korrespondenz,1949-1949,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"End, Gustav",993735223,München,"Heilbut, Iwan",Korrespondenz,1951-1951,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Borcherdt, Hans Heinrich",99377637X,München,"Heilbut, Iwan",Korrespondenz,1948-1948,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Bothas, Dagmar",99377671X,München,"Heilbut, Iwan",Korrespondenz,1949-1949,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
"Brezowsky, Christine",993798810,München,"Heilbut, Iwan",Korrespondenz,1967-1967,"München, Oberbayern, Bayern, Deutschland","(48.1371079, 11.5753822, 0.0)",48.1371079,11.5753822
